Brand,Year,Configuration,Strings,Made in,Type,Body Shape,Body Material,Neck Joint,Neck Material,Neck Profile,Scale Size,Frets,Fretboard Material,Number of Frets,Fretboard Radius,Stainless Steel Frets,Nut,Nut Width,Switch,Knobs,Volume Controls,Tone Controls,Top Pickup Brand,Pickups Power,Locking Tuners,Bridge Type,Tremolo,Price
17,13,11,1,5,2,12,5,2,0,1,4,0,11,2,4,0,2,13,1,1,1,2,1,6,1,5,0,988.0
17,13,1,1,5,2,12,5,2,0,1,4,0,11,2,4,0,2,13,1,1,1,2,1,6,1,0,1,1172.05
17,13,1,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,1,1,1,2,1,6,1,5,0,1016.2275
17,13,1,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,1,1,1,2,1,6,1,9,1,1141.2275
18,7,1,1,5,2,14,6,2,2,1,6,7,11,3,8,0,0,12,1,1,1,1,1,1,0,5,0,661.992
17,13,1,1,5,2,9,5,0,2,1,10,0,11,2,4,0,2,13,1,1,1,2,1,6,1,5,0,1156.158
17,13,1,1,5,2,9,5,0,2,1,10,0,11,2,4,0,2,13,1,1,1,2,1,6,1,9,1,1125.3766666666668
17,13,5,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,1,1,1,2,1,6,1,5,0,846.7299999999999
17,13,5,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,1,1,1,2,1,6,1,9,1,949.01
5,10,1,2,2,2,7,6,2,1,8,6,7,1,3,7,0,14,18,1,1,2,1,1,1,0,4,0,1124.502
7,10,8,1,4,2,13,1,0,2,6,6,4,6,1,20,0,15,12,3,0,1,1,1,7,0,9,1,1291.0625
5,14,0,2,2,2,2,6,2,2,8,11,7,1,3,10,1,14,18,0,1,1,0,1,0,1,5,0,1072.993333333333
11,12,1,1,2,2,2,6,2,1,1,4,0,8,2,9,0,9,12,1,2,2,1,1,6,1,5,0,317.73
11,10,1,1,2,2,2,6,2,1,1,4,0,8,2,9,0,9,12,1,2,2,1,1,6,1,5,0,317.73
11,12,1,1,2,2,2,6,2,1,1,4,7,1,2,9,0,9,12,1,1,1,1,1,3,1,5,0,430.01
11,12,1,1,2,2,2,6,2,1,1,4,7,1,2,9,0,9,12,1,1,1,1,1,1,1,5,0,477.9500000000001
17,13,1,1,5,2,9,5,0,2,1,6,0,6,2,4,0,2,13,1,1,1,2,1,6,1,0,1,1009.3666666666668
11,13,1,1,2,2,14,10,0,2,1,6,3,1,2,4,1,12,12,1,1,1,1,1,6,1,9,1,282.54
11,13,1,1,2,2,14,10,0,2,1,6,3,6,2,4,1,12,12,1,1,1,1,1,6,1,9,1,376.38
11,12,1,1,2,2,15,16,0,2,1,6,3,1,2,4,1,9,12,1,1,1,1,1,6,1,9,1,282.54
11,12,1,1,2,2,15,16,0,2,1,6,3,6,2,4,1,9,12,1,1,1,1,1,6,1,9,1,355.98
10,9,1,1,3,2,0,6,2,1,8,3,3,1,2,4,0,1,11,1,1,3,0,1,6,0,0,1,2646.815
10,12,1,1,3,1,7,7,2,2,8,3,3,1,2,4,0,9,10,1,2,3,1,1,6,1,0,1,2363.056
10,9,1,1,3,1,7,7,2,2,8,3,3,1,2,4,0,9,11,1,2,3,1,1,6,1,0,1,2437.416
18,1,1,3,5,2,14,6,2,1,1,14,7,11,3,12,0,0,22,1,1,2,1,1,1,1,5,0,864.0300000000001
18,7,1,3,5,2,14,6,2,2,1,14,7,1,3,14,0,0,22,1,1,2,1,1,1,1,5,0,1142.814
17,13,1,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,1,1,1,2,1,6,1,5,0,1099.0
17,13,1,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,1,1,1,2,1,6,1,9,1,963.7475
7,12,1,1,4,2,6,6,0,2,1,6,0,1,2,4,0,15,10,1,0,1,0,1,1,1,5,0,1217.7966666666666
7,4,15,1,6,2,5,1,0,2,1,1,5,11,2,16,0,15,12,2,0,1,1,1,6,0,9,1,2303.8925
5,6,1,1,2,2,14,1,0,2,8,6,7,7,3,7,0,11,12,1,1,1,1,1,1,0,6,1,1293.8425
9,11,1,1,6,2,7,6,2,1,1,4,3,11,2,4,0,9,13,1,0,2,2,1,6,0,5,0,1855.578
9,11,1,1,6,2,7,6,2,1,1,4,3,11,2,4,0,9,13,1,2,2,2,1,6,0,5,0,1051.448
9,14,1,1,6,2,2,6,2,1,1,4,3,11,2,4,0,9,13,1,2,2,1,1,6,0,5,0,2706.175
6,14,1,2,0,2,7,6,2,1,2,6,3,1,2,4,0,9,18,1,1,2,2,1,6,1,5,0,1172.1625
17,13,10,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,0,1,1,2,1,4,1,9,1,1099.0
5,7,1,1,2,2,14,6,2,2,8,6,7,1,3,7,0,14,12,1,1,1,1,1,1,1,5,0,949.9416666666666
5,0,9,1,2,2,14,6,0,2,8,6,7,6,3,7,0,11,12,3,1,1,1,0,8,0,6,1,447.2425
2,13,1,1,2,2,9,6,2,1,9,4,0,1,2,4,0,12,13,1,2,2,2,1,1,0,5,0,1066.88
22,2,1,1,6,2,14,12,0,6,1,6,2,1,2,4,0,11,13,1,1,1,0,1,6,0,6,1,2405.13
22,2,1,1,6,2,14,2,0,2,1,6,2,1,2,4,0,11,13,1,1,1,0,1,6,0,6,1,2599.0
22,2,1,1,6,2,14,1,0,2,1,6,2,1,2,4,0,11,13,1,1,1,0,1,6,0,6,1,2499.0
2,12,1,1,2,2,15,3,0,2,1,6,0,1,2,4,0,11,13,1,1,1,1,1,6,0,6,1,671.99
7,14,17,1,6,2,13,1,0,2,1,6,3,6,1,20,0,1,2,3,0,1,2,1,8,1,5,0,2448.906
18,7,1,1,2,2,14,6,0,2,1,6,7,11,3,8,0,11,2,1,1,2,1,0,6,0,6,1,386.3966666666667
23,7,5,1,2,2,14,7,0,2,1,6,2,11,2,7,0,9,5,1,1,1,1,1,6,1,5,0,595.9483333333334
23,5,5,1,2,2,14,7,0,2,1,6,2,11,2,7,0,9,5,1,1,1,1,1,6,1,9,1,538.3199999999999
23,8,7,1,2,2,14,1,0,2,1,6,2,11,2,7,0,9,5,3,1,1,1,1,8,1,9,1,613.675
23,13,9,1,2,2,14,1,0,2,1,6,2,11,2,7,0,9,5,3,1,1,1,1,8,1,9,1,550.9675
13,13,1,1,2,2,7,6,2,2,2,4,0,1,2,5,0,14,12,1,1,2,1,1,6,1,5,0,693.57
13,13,1,1,2,2,7,6,2,2,2,4,0,1,2,5,0,14,12,1,1,2,1,1,6,1,5,0,805.8475000000001
13,13,1,2,2,2,14,3,0,2,2,8,0,6,3,14,0,14,14,3,1,1,1,0,6,1,4,0,1396.632
0,13,1,1,4,2,14,1,0,2,1,6,0,1,3,5,0,14,11,3,1,1,1,1,6,1,5,0,771.046
0,13,9,1,4,2,14,17,0,2,1,6,0,1,2,5,0,14,11,3,1,1,1,1,8,1,5,0,846.4825000000001
18,13,1,1,2,2,15,2,0,2,1,6,7,6,2,8,0,0,12,3,1,1,1,1,6,1,9,1,900.274
17,13,11,1,5,2,0,5,2,0,1,4,7,1,2,4,0,2,13,1,1,1,2,1,6,1,5,0,1199.0
12,12,1,2,2,2,14,3,0,2,11,6,1,1,3,12,0,14,18,1,1,1,0,1,6,1,5,0,1102.5925
12,13,1,1,3,2,14,3,0,2,7,6,0,6,3,13,0,11,13,3,1,1,1,0,6,0,1,1,780.8
12,11,1,4,2,2,14,10,0,2,11,14,0,11,3,15,0,9,24,3,1,1,1,1,1,0,5,0,1516.56
12,12,1,2,2,2,14,10,0,2,11,11,0,1,3,12,0,14,18,1,1,1,0,1,6,1,5,0,883.4040000000001
21,13,1,1,2,2,14,1,0,2,2,6,0,11,3,12,0,5,4,1,1,1,1,0,6,1,9,1,802.46
17,13,1,1,5,2,0,5,2,0,1,4,0,1,2,4,0,2,13,1,1,1,1,1,6,1,5,0,1224.25
23,14,11,1,2,2,0,6,2,1,1,4,0,11,2,4,1,14,4,3,1,1,1,1,6,0,5,0,771.8040000000001
23,14,1,1,2,2,0,6,2,1,1,4,0,11,2,4,1,14,4,3,1,1,1,1,6,0,5,0,738.142
16,12,1,1,6,2,10,6,2,1,0,3,3,11,2,0,0,13,11,1,2,2,2,1,6,0,5,0,1664.582
16,12,1,1,6,2,10,6,2,1,0,3,3,11,2,0,0,13,11,1,2,2,2,1,6,0,5,0,1699.57
16,12,1,1,6,2,10,6,2,1,1,5,3,11,3,0,0,13,6,1,2,1,1,1,6,1,9,1,1215.624
16,12,1,1,6,2,10,6,2,1,1,5,3,11,3,0,0,13,6,1,2,1,1,1,6,1,9,1,1292.136
16,11,7,1,6,1,10,6,2,1,1,5,3,11,2,0,0,13,6,1,2,1,1,1,6,1,5,0,1517.282
23,11,1,1,3,0,1,7,2,1,1,4,3,1,2,7,0,1,13,1,0,2,2,1,6,0,5,0,1882.3775
16,12,1,2,2,2,10,6,2,2,1,8,0,1,3,14,0,13,11,1,1,1,1,1,6,0,5,0,1106.302
17,13,1,1,5,2,0,5,2,0,1,4,0,1,2,4,0,2,13,1,1,1,2,1,6,1,5,0,1075.142
17,13,6,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,3,1,1,2,1,8,1,9,1,1125.3766666666668
9,12,1,1,6,2,7,6,2,1,9,4,3,11,2,4,0,9,13,1,0,2,2,1,6,0,5,0,2210.42
9,12,1,1,6,2,7,6,2,1,9,4,3,11,2,4,0,9,13,1,0,2,2,1,6,0,5,0,2032.506666666667
5,14,1,1,2,2,2,6,2,1,8,4,7,1,2,7,0,14,12,1,1,2,0,1,1,1,5,0,1642.3200000000002
5,13,1,1,2,2,3,6,2,1,8,4,7,1,2,7,0,14,12,1,1,1,1,1,6,1,5,0,1196.22
7,0,17,1,6,2,13,1,0,2,9,6,4,7,1,4,0,15,12,3,0,1,2,1,8,0,9,1,1849.618
18,9,9,2,2,2,14,6,0,2,1,8,7,1,3,12,0,11,16,3,1,1,1,1,2,0,6,1,926.905
18,9,1,1,2,2,14,6,0,2,1,6,7,6,3,8,0,11,2,1,1,2,0,1,1,0,6,1,755.6200000000001
2,13,1,1,2,2,7,6,2,1,1,4,0,1,2,4,0,12,13,1,2,1,2,1,1,0,5,0,892.9933333333333
17,13,1,1,5,2,9,5,0,2,1,6,0,6,2,4,0,2,13,1,1,1,2,1,6,1,9,1,1199.0
0,8,9,1,6,2,14,1,0,2,1,6,0,11,2,5,0,1,11,3,1,1,0,1,8,0,5,0,2283.563333333333
2,13,1,1,2,2,16,6,2,1,9,4,0,1,2,4,0,12,13,1,2,2,2,1,1,0,5,0,768.7275
5,6,1,1,2,2,7,6,2,2,8,4,7,1,2,7,0,14,13,1,1,2,1,1,1,1,5,0,1346.96
17,13,5,1,5,2,9,5,2,0,1,4,0,7,2,4,0,2,13,1,1,1,2,1,6,1,9,1,1069.5225
0,7,0,1,4,2,14,1,0,2,1,6,0,6,2,5,0,11,11,0,1,1,0,1,4,0,6,1,1107.61
13,14,1,1,2,2,2,15,1,2,2,6,0,5,3,5,0,11,11,1,1,1,1,0,6,0,6,1,628.4440000000001
13,13,1,1,2,2,2,15,1,2,2,6,0,6,3,5,0,11,11,1,1,1,1,0,6,0,6,1,695.4559999999999
13,11,1,1,2,2,2,15,1,2,2,6,0,5,3,5,0,11,11,1,1,1,1,0,6,0,6,1,657.548
13,13,1,1,0,2,2,6,1,2,2,6,0,5,3,5,0,11,11,1,1,1,1,0,6,0,6,1,798.516
13,13,1,1,2,2,16,15,1,2,2,6,0,5,3,5,0,11,11,1,1,2,1,0,1,0,6,1,707.3779999999999
13,13,9,1,2,2,14,15,1,2,2,6,0,5,3,5,0,11,11,3,1,1,1,0,8,0,6,1,666.1560000000001
13,13,9,1,2,2,14,15,1,2,2,6,0,5,3,5,0,11,11,3,1,1,1,0,8,0,6,1,649.5960000000001
13,13,9,1,2,2,14,15,1,2,2,6,0,6,3,5,0,11,11,3,1,1,1,0,8,0,6,1,699.0266666666666
13,12,1,1,2,2,14,15,1,2,2,6,0,5,3,5,0,11,11,1,1,1,1,0,6,0,6,1,585.184
13,13,1,1,2,2,14,15,1,2,2,6,0,5,3,5,0,11,11,1,1,1,1,0,1,0,6,1,668.4966666666667
13,12,1,1,2,2,14,15,1,2,2,6,0,5,3,5,0,11,11,1,1,1,1,0,6,0,6,1,557.9333333333333
13,13,1,1,2,2,14,15,1,2,2,6,0,6,3,5,0,11,11,1,1,1,1,0,6,0,6,1,646.682
13,12,1,1,2,2,14,15,1,2,2,6,0,5,3,5,0,11,11,1,1,1,1,0,6,0,6,1,656.6566666666666
13,14,1,1,2,2,9,15,1,2,2,6,0,5,3,5,0,11,11,1,1,1,1,0,6,0,6,1,751.075
13,12,1,1,2,2,9,15,1,2,2,6,0,6,3,5,0,11,11,1,1,1,1,0,6,0,6,1,787.29
2,14,1,1,2,2,2,6,2,1,9,4,0,1,2,4,0,12,13,1,2,1,2,1,1,0,5,0,932.9933333333332
9,11,1,1,6,2,16,6,2,1,1,4,3,11,2,4,0,9,13,1,0,2,1,1,6,0,5,0,1971.1766666666665
20,14,1,1,2,2,14,6,2,2,1,6,7,1,3,7,0,11,13,3,1,1,1,1,6,0,6,1,792.54
20,11,1,2,2,2,14,6,2,2,1,8,7,1,3,10,0,11,18,3,1,1,1,1,6,0,6,1,841.5
7,11,15,1,6,2,8,1,0,2,1,1,0,11,2,20,0,15,10,1,0,1,1,1,6,0,9,1,972.96
7,11,9,1,6,2,13,1,0,2,1,6,0,11,2,20,0,15,10,3,0,1,2,1,8,0,9,1,1160.3075
17,14,0,1,5,2,9,5,2,0,1,4,0,11,2,4,0,2,13,0,1,1,2,1,4,1,9,1,1199.99
18,7,1,1,5,2,14,6,2,1,1,6,7,11,3,8,0,9,12,1,1,2,2,0,6,0,5,0,960.444
18,11,1,1,2,2,14,6,0,2,1,6,7,15,3,8,0,11,2,1,1,1,1,0,6,0,6,1,820.3
14,13,1,1,2,2,16,6,0,2,1,4,0,1,3,6,0,9,13,1,1,1,0,1,1,0,5,0,775.1279999999999
18,11,0,2,5,2,16,6,2,1,1,8,7,1,3,12,0,0,18,0,1,1,0,1,0,1,5,0,983.4375
7,13,15,1,4,2,15,1,0,2,1,6,4,11,1,16,0,15,12,1,1,1,1,1,6,1,5,0,1194.494
18,12,1,1,5,0,1,7,2,1,1,4,2,11,2,4,0,9,13,1,2,1,1,1,6,1,0,1,973.33
18,7,1,1,2,2,14,6,0,2,1,6,7,11,3,8,0,11,2,1,1,1,1,0,6,0,6,1,565.55
7,7,2,1,4,2,13,1,0,2,1,6,3,11,1,22,0,11,11,3,0,1,2,1,8,0,6,1,1118.402
5,10,0,1,2,2,7,6,2,1,8,4,7,1,3,7,0,14,12,0,1,1,0,1,4,1,5,0,828.6020000000001
5,13,0,1,2,2,2,6,2,2,8,4,7,1,2,7,1,14,12,0,1,1,0,1,0,1,5,0,747.3375000000001
2,12,1,2,2,2,14,1,0,2,2,6,0,1,3,12,0,14,18,1,1,1,1,1,1,0,5,0,1080.725
9,11,1,1,6,2,2,6,2,1,1,4,3,11,2,4,0,9,13,1,2,2,1,1,6,0,5,0,1565.66
5,12,1,1,2,2,14,6,0,2,8,6,7,4,3,7,0,11,12,1,1,1,1,0,6,0,6,1,701.745
16,13,9,1,6,2,10,2,0,2,1,6,3,6,2,0,0,13,6,3,2,1,2,1,8,0,9,1,2234.174
12,13,15,1,3,2,15,2,0,2,9,6,2,6,1,0,0,1,12,1,1,1,1,1,6,0,5,0,2186.946
9,11,1,1,6,2,16,6,2,1,1,4,3,11,2,4,0,9,13,1,0,2,1,1,6,0,5,0,1631.145
10,2,1,1,0,0,12,7,2,2,1,1,0,11,2,6,0,7,11,1,2,3,2,1,6,0,5,0,1263.075
10,11,1,1,3,1,1,7,2,2,8,3,3,1,2,4,0,9,11,1,2,3,1,1,6,1,0,1,2410.6633333333334
20,11,1,1,2,2,12,6,2,1,1,4,7,1,3,7,0,7,13,1,1,2,1,1,6,0,5,0,655.86
20,11,1,1,2,2,12,2,2,2,1,4,7,1,3,7,0,7,13,1,1,2,1,1,6,0,5,0,729.3000000000001
18,6,1,4,5,2,14,6,2,1,1,14,7,11,3,14,0,7,25,1,1,2,1,1,1,1,5,0,1208.753333333333
5,6,1,1,2,2,7,6,2,1,8,4,7,1,2,7,0,14,12,1,0,2,1,1,1,1,5,0,1250.6619999999998
14,12,2,1,2,2,14,1,0,2,1,6,3,6,2,12,0,11,2,3,1,1,0,1,8,0,6,1,1027.674
7,11,15,1,6,2,15,2,0,2,1,6,5,11,1,16,0,1,12,1,1,1,1,1,6,0,5,0,1341.33
0,9,1,1,2,2,15,6,0,1,1,6,0,1,2,5,0,14,11,1,1,1,0,1,6,1,5,0,832.545
7,14,9,1,3,2,13,3,0,2,9,6,3,6,1,20,0,1,4,3,0,1,2,1,8,1,9,1,1100.664
7,14,15,1,3,2,15,3,0,2,9,6,3,6,1,20,0,1,4,2,1,1,1,1,6,1,5,0,1154.2959999999998
7,14,17,1,3,2,13,3,0,2,9,6,3,6,1,20,0,1,4,3,0,1,2,1,8,1,9,1,1178.8920000000005
9,11,1,1,6,2,7,6,2,1,9,4,3,11,2,4,0,9,13,1,0,2,2,1,6,0,5,0,1867.85
9,11,11,1,6,2,7,6,2,1,9,4,3,11,2,4,0,9,13,1,0,2,2,1,6,0,5,0,2467.442
5,4,1,1,2,2,14,6,0,2,8,6,7,4,3,7,0,11,13,1,1,1,1,0,6,0,6,1,409.0466666666666
2,1,1,1,5,2,16,6,2,1,1,4,0,1,2,4,0,9,13,1,0,2,1,1,6,0,5,0,904.175
2,10,1,1,1,2,9,6,2,1,9,4,0,11,2,4,0,11,13,1,2,1,1,1,6,0,6,1,605.2925
22,1,1,1,2,2,14,3,0,2,1,6,2,1,2,4,0,11,13,1,1,1,0,1,6,0,6,1,659.2933333333334
22,2,1,1,2,2,14,3,0,2,1,6,2,11,2,4,0,11,13,1,1,1,0,1,6,0,6,1,941.55
22,8,1,1,2,2,14,0,0,2,1,6,2,11,2,4,0,11,13,1,1,1,0,1,6,0,6,1,1049.495
22,2,1,1,2,2,14,0,0,2,1,6,2,11,2,4,0,11,13,1,1,1,0,1,6,0,6,1,1144.785
22,12,1,1,6,2,15,2,0,2,1,6,2,6,2,4,0,0,13,4,1,1,0,1,6,0,5,0,2299.0
18,12,9,1,2,2,13,1,0,2,1,6,7,6,2,8,0,0,12,3,0,1,1,0,8,1,9,1,772.1899999999999
23,11,5,1,2,2,14,1,0,2,1,6,2,11,2,7,0,9,5,1,1,1,1,1,6,1,5,0,570.1333333333333
7,14,1,1,4,2,9,1,0,2,1,6,3,6,2,4,0,15,10,1,1,1,2,1,6,1,9,1,570.1333333333333
13,13,0,1,2,2,16,15,1,2,2,6,0,1,3,5,0,14,11,0,1,1,0,0,4,1,5,0,844.576
13,12,1,1,2,2,9,6,1,2,2,6,0,7,3,4,0,14,11,1,1,1,0,0,1,1,5,0,899.0483333333333
13,11,1,1,2,2,14,3,0,2,2,6,0,6,3,14,0,14,11,3,1,1,1,0,6,1,5,0,857.5380000000001
18,11,1,1,2,2,14,2,2,2,1,6,7,1,3,8,0,11,2,1,1,1,1,0,6,0,6,1,867.3399999999999
17,13,0,1,5,2,0,5,2,0,1,4,7,1,2,4,0,2,13,0,1,1,2,1,4,1,9,1,1039.5
12,12,1,1,2,2,14,10,0,2,11,6,0,4,3,12,0,14,13,1,1,1,1,1,6,0,5,0,759.362
12,12,1,1,2,2,14,10,0,2,11,6,0,4,3,12,0,14,13,1,1,1,1,1,6,0,5,0,624.2299999999999
12,12,1,1,2,2,14,10,0,2,11,6,0,4,3,12,0,14,13,1,1,1,1,1,6,0,5,0,662.816
12,13,1,1,2,2,14,10,0,2,11,6,0,4,3,12,0,14,13,1,1,1,1,1,6,0,5,0,747.9566666666666
12,12,1,1,2,2,14,10,0,2,4,14,0,11,3,12,0,14,15,1,1,1,0,1,1,1,5,0,772.7800000000001
16,12,1,1,6,2,10,6,2,1,1,3,3,11,2,0,0,13,11,1,2,2,2,1,6,0,5,0,1484.524
16,12,1,1,6,2,10,6,2,1,1,5,3,11,2,0,0,13,6,1,2,1,1,1,6,1,9,1,1174.995
16,12,1,1,6,2,10,6,2,1,1,5,3,11,2,0,0,13,6,1,2,1,1,1,6,1,9,1,1172.23
16,7,7,1,6,2,10,6,2,1,1,5,3,11,2,0,0,13,6,1,2,1,1,1,6,1,5,0,1239.7475
16,12,7,1,6,2,10,6,2,1,1,5,3,11,2,0,0,13,6,1,2,1,1,1,6,1,5,0,1409.525
16,12,7,1,6,1,10,6,2,1,1,5,3,11,2,0,0,13,6,1,2,1,1,1,6,1,5,0,1523.5759999999998
11,12,1,1,7,2,7,6,2,1,1,6,3,4,3,7,0,11,5,1,1,2,1,1,6,0,6,1,334.42
16,6,1,1,2,2,10,6,2,2,1,5,3,11,3,0,0,11,11,1,2,1,1,1,6,0,6,1,922.635
16,8,1,1,2,2,10,6,2,2,1,6,0,1,3,14,0,13,11,1,1,1,1,1,6,0,5,0,830.8375
17,13,10,1,5,2,0,5,2,0,1,4,0,11,2,4,0,2,13,0,1,1,1,1,4,1,5,0,859.2833333333333
16,10,17,1,6,2,10,1,0,2,10,6,5,6,2,16,0,1,6,3,0,1,2,1,8,1,9,1,2290.84
18,9,1,1,2,2,15,6,0,2,1,6,7,1,2,8,0,11,2,1,1,2,0,1,1,0,6,1,785.4875
18,2,1,1,2,2,14,6,0,1,1,6,7,1,3,12,0,11,2,1,1,1,1,0,6,0,6,1,661.6424999999999
12,13,8,2,2,2,14,3,0,2,11,6,0,11,3,12,0,11,18,3,0,1,1,1,8,0,3,1,1168.174
2,14,1,1,1,2,16,6,2,1,9,4,0,11,2,4,0,11,13,1,2,2,1,1,6,0,6,1,614.0
20,9,1,1,2,2,16,6,2,2,1,6,7,1,3,7,0,7,13,1,1,1,1,1,6,0,5,0,676.39
5,7,1,1,2,2,11,6,2,1,8,11,7,7,3,7,0,14,12,1,1,1,1,1,1,0,5,0,764.29
5,11,1,1,2,2,11,6,2,1,8,4,7,1,3,7,0,14,12,1,2,2,1,1,6,0,5,0,1346.3
13,12,1,2,2,2,14,15,1,2,2,12,0,5,3,5,0,14,16,1,1,1,1,1,1,0,5,0,843.3233333333334
13,12,1,3,2,2,14,15,1,2,2,15,0,5,3,5,0,14,22,1,1,1,1,1,1,0,5,0,863.1825
13,12,9,1,0,2,14,3,1,2,2,6,0,5,3,5,0,11,11,3,1,1,1,0,8,0,6,1,689.3960000000001
13,14,1,1,0,2,14,10,1,2,2,8,0,5,3,5,0,14,11,1,1,1,1,1,1,0,5,0,767.6266666666667
12,13,1,2,2,2,9,11,1,2,11,6,0,1,3,10,0,11,18,1,1,1,1,1,6,0,3,1,1254.02
7,3,17,1,6,2,13,1,0,2,1,6,7,6,1,20,0,4,12,1,0,1,2,1,8,0,9,1,1867.272
12,13,17,1,2,2,9,1,0,2,1,6,2,6,2,4,0,1,5,3,0,1,1,1,8,1,9,1,987.122
12,14,15,1,2,2,9,1,0,2,1,6,2,11,2,4,0,1,5,1,0,1,1,1,6,1,5,0,1106.4025
2,13,1,1,1,2,2,6,2,1,9,4,0,11,2,4,0,11,13,1,2,2,1,1,6,0,6,1,611.5450000000001
9,11,1,1,6,2,2,6,2,1,1,4,3,11,2,4,0,9,13,1,2,2,1,1,6,0,5,0,2233.762
20,9,1,1,2,2,14,6,2,2,1,6,7,1,3,7,0,7,13,3,1,1,1,1,6,0,5,0,766.2975
20,9,1,1,2,2,14,1,2,2,1,8,7,1,3,7,0,7,13,3,1,1,1,1,6,0,5,0,861.5266666666666
7,10,17,1,6,2,13,1,0,2,9,6,6,6,1,20,0,1,12,3,0,1,2,1,8,0,9,1,1560.253333333333
7,10,15,1,6,2,15,2,0,2,8,6,6,6,1,20,0,1,12,1,1,1,1,1,6,0,5,0,1768.493333333333
7,10,15,1,6,2,6,1,0,2,1,6,6,11,1,20,0,1,12,1,0,2,2,1,6,0,9,1,1961.33
7,10,17,1,6,2,13,1,0,2,1,6,6,11,1,20,0,1,12,3,0,1,2,1,8,0,9,1,1634.743333333333
7,10,15,1,6,2,15,1,0,2,1,6,6,11,1,20,0,1,12,1,1,1,1,1,6,0,5,0,1762.3066666666666
7,10,15,1,6,1,15,2,0,2,1,6,6,6,1,20,0,1,12,1,1,1,1,0,6,0,5,0,1867.5166666666669
7,11,15,1,6,2,6,1,0,2,1,6,0,11,2,20,0,15,10,1,0,1,1,1,6,0,9,1,1127.125
7,11,15,1,6,2,15,1,0,2,1,6,0,11,2,20,0,15,10,1,1,1,1,1,6,0,5,0,1140.6275
5,12,1,2,2,2,14,2,0,2,8,11,7,1,3,10,1,14,18,1,1,1,0,1,6,1,5,0,1585.202
7,11,15,1,6,1,15,2,0,2,1,6,3,6,2,20,0,15,10,1,1,1,1,1,6,0,5,0,2349.99
2,11,1,1,2,2,9,6,2,1,9,4,0,1,2,4,0,7,13,1,2,2,2,1,6,0,5,0,914.9633333333336
18,7,1,2,5,2,14,6,2,2,1,8,7,11,3,12,0,0,18,1,1,1,1,1,1,0,5,0,641.665
18,7,1,3,5,2,14,6,2,2,1,14,7,11,3,14,0,0,22,1,1,1,1,1,1,0,5,0,774.495
18,7,1,1,2,2,14,6,0,2,1,6,7,11,3,8,0,0,12,1,1,1,1,0,6,0,5,0,543.05
18,7,1,1,2,2,14,3,0,2,1,6,7,15,3,8,0,11,2,1,1,1,1,0,1,0,6,1,617.9
20,12,1,1,2,2,2,6,2,2,1,11,7,1,2,7,0,7,13,1,1,1,1,1,6,0,5,0,792.54
5,4,1,1,2,2,7,6,2,1,8,4,7,7,3,7,0,14,12,1,1,2,1,1,1,0,5,0,685.816
7,2,17,1,6,2,13,1,0,2,9,6,3,6,1,4,0,1,12,3,0,1,2,1,8,0,9,1,1794.332
9,11,1,1,6,1,1,7,2,1,1,4,3,11,2,4,0,9,13,1,0,2,2,1,6,0,5,0,2308.95
10,9,15,1,3,2,7,6,2,1,8,3,3,11,2,4,0,1,11,1,1,3,1,1,6,0,0,1,2726.0325
10,13,1,1,3,2,7,6,2,2,8,3,3,11,2,4,0,1,11,1,1,3,1,1,6,0,0,1,2710.6975
10,11,1,1,3,2,7,6,2,1,9,3,3,1,2,4,0,1,11,1,1,3,0,1,6,0,0,1,2663.2425
10,13,1,1,3,2,7,6,2,2,8,3,3,11,2,4,0,1,10,1,1,3,1,1,6,0,0,1,2171.9425
5,3,1,2,2,2,14,6,2,2,8,6,7,1,3,7,0,14,18,1,1,1,1,1,6,1,5,0,877.11
12,13,17,1,2,2,14,10,0,2,11,6,1,6,3,4,0,14,12,3,0,1,1,0,8,0,5,0,962.128
0,14,9,1,4,2,14,1,0,2,1,6,0,11,1,5,0,14,11,3,0,1,0,1,8,0,5,0,1192.666
7,1,17,1,6,2,15,3,0,2,8,6,5,6,1,20,0,15,12,3,1,1,1,0,8,0,5,0,1782.245
7,1,17,1,6,2,13,1,0,2,1,6,3,11,2,20,0,10,11,3,0,1,2,1,8,1,9,1,1708.5939999999998
12,10,8,1,2,2,14,8,0,2,11,6,0,4,3,12,0,11,13,3,0,1,1,0,8,0,9,1,402.82
12,10,8,1,2,2,14,8,0,2,11,6,0,4,3,12,0,11,13,3,0,1,1,0,8,0,9,1,415.04
7,2,1,1,4,2,15,6,0,2,1,6,3,1,2,4,0,15,12,1,0,1,0,1,1,1,5,0,1132.698
12,12,8,1,2,2,14,8,0,2,11,6,0,1,3,12,0,11,13,3,1,1,1,0,8,0,3,1,613.2520000000001
7,14,15,1,3,2,15,3,0,2,9,6,3,11,1,20,0,1,4,2,1,1,1,1,6,1,5,0,1242.754
